age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40.0,services,married,high.school,no,no,yes,telephone,may,fri,762.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
52.0,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,80.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
55.0,unknown,married,unknown,unknown,yes,no,telephone,may,fri,449.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,admin.,single,university.degree,no,yes,no,telephone,may,fri,198.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
52.0,self-employed,married,university.degree,no,yes,no,telephone,may,fri,135.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
34.0,services,married,high.school,no,yes,no,telephone,may,fri,69.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44.0,admin.,divorced,university.degree,unknown,yes,no,telephone,may,fri,55.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
48.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,290.0,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
26.0,technician,married,basic.6y,no,yes,no,telephone,may,fri,138.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28.0,services,married,unknown,no,no,yes,telephone,may,fri,135.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31.0,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,fri,70.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
58.0,housemaid,married,basic.4y,unknown,yes,no,telephone,may,fri,,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
,self-employed,married,basic.9y,no,no,no,telephone,may,fri,327.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,housemaid,married,basic.4y,unknown,no,no,telephone,may,fri,246.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,technician,single,university.degree,no,yes,no,telephone,may,fri,295.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
37.0,technician,single,university.degree,no,no,no,telephone,may,fri,255.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,services,single,high.school,no,yes,no,telephone,may,fri,523.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,blue-collar,single,basic.4y,unknown,no,no,telephone,may,fri,130.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
34.0,services,married,high.school,no,no,no,telephone,may,fri,103.0,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,services,married,high.school,unknown,no,no,telephone,may,fri,205.0,2,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
37.0,technician,married,professional.course,unknown,unknown,unknown,telephone,may,fri,92.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,blue-collar,married,high.school,no,yes,no,telephone,may,fri,107.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,admin.,married,university.degree,no,no,no,telephone,may,fri,864.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
25.0,technician,single,professional.course,no,yes,no,telephone,may,fri,65.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,admin.,divorced,high.school,no,no,no,telephone,may,fri,556.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25.0,student,single,high.school,no,no,no,telephone,may,fri,115.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,technician,married,professional.course,no,no,no,telephone,may,fri,180.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,admin.,married,university.degree,no,no,no,telephone,may,fri,87.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44.0,management,divorced,basic.9y,unknown,no,no,telephone,may,fri,70.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39.0,technician,married,professional.course,no,yes,no,telephone,may,fri,435.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49.0,admin.,divorced,high.school,no,no,no,telephone,may,fri,132.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
41.0,admin.,married,high.school,no,no,no,telephone,may,fri,312.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,admin.,married,high.school,no,no,no,telephone,may,fri,283.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,admin.,married,university.degree,no,yes,yes,telephone,may,fri,182.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,379.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,management,married,basic.9y,unknown,no,no,telephone,may,fri,127.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,management,single,unknown,no,no,no,telephone,may,fri,126.0,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no
35.0,housemaid,married,basic.4y,no,no,no,telephone,may,fri,91.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
45.0,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,may,fri,78.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40.0,technician,married,university.degree,no,no,no,telephone,may,fri,417.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,618.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
39.0,technician,married,university.degree,unknown,yes,no,telephone,may,fri,407.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,technician,single,university.degree,no,yes,no,telephone,may,fri,160.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
45.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,171.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
29.0,technician,married,professional.course,no,no,no,telephone,may,fri,210.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36.0,housemaid,married,high.school,no,yes,yes,telephone,may,fri,135.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,461.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,763.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
27.0,admin.,single,high.school,unknown,no,no,telephone,may,fri,682.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
40.0,admin.,married,high.school,no,no,no,telephone,may,fri,171.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,housemaid,married,basic.4y,no,no,no,telephone,may,fri,68.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,services,unknown,professional.course,no,yes,no,telephone,may,fri,120.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
52.0,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,67.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36.0,admin.,married,high.school,no,no,no,telephone,may,fri,381.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,blue-collar,married,professional.course,no,no,no,telephone,may,fri,278.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,126.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,149.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
56.0,technician,married,basic.4y,unknown,no,no,telephone,may,fri,95.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,197.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,38.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40.0,management,divorced,university.degree,unknown,yes,yes,telephone,may,fri,201.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,176.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,admin.,married,,no,yes,no,telephone,may,fri,61.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
42.0,unemployed,divorced,high.school,no,no,no,telephone,may,fri,275.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,201.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,admin.,married,university.degree,no,no,no,telephone,may,fri,724.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
42.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,143.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,admin.,married,university.degree,no,no,no,telephone,may,fri,197.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,admin.,single,high.school,no,no,yes,telephone,may,fri,143.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,153.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39.0,technician,married,professional.course,no,no,no,telephone,may,fri,197.0,12,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,services,single,unknown,no,yes,no,telephone,may,fri,536.0,2,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
48.0,blue-collar,married,professional.course,no,no,no,telephone,may,fri,120.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,604.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
41.0,admin.,married,university.degree,no,no,no,telephone,may,fri,254.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
37.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,121.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
59.0,admin.,married,high.school,no,yes,no,telephone,may,fri,118.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
24.0,technician,single,professional.course,unknown,yes,yes,telephone,may,fri,447.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
52.0,services,married,high.school,unknown,unknown,unknown,telephone,may,fri,854.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,151.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,services,married,high.school,no,yes,yes,telephone,may,fri,114.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
,technician,married,professional.course,no,yes,no,telephone,may,fri,855.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
30.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,115.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,services,married,high.school,no,no,no,telephone,may,fri,274.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,blue-collar,married,unknown,no,no,no,telephone,may,fri,100.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
27.0,services,single,high.school,no,no,no,telephone,may,fri,156.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,153.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,264.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
57.0,services,divorced,high.school,no,no,no,telephone,may,fri,251.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31.0,services,married,high.school,no,no,no,telephone,may,fri,1269.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
25.0,admin.,single,unknown,no,no,no,telephone,may,fri,48.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44.0,technician,married,professional.course,unknown,no,no,telephone,may,fri,119.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47.0,admin.,single,university.degree,no,no,no,telephone,may,fri,104.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28.0,technician,single,professional.course,no,yes,no,telephone,may,fri,65.0,13,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44.0,technician,married,high.school,no,no,no,telephone,may,fri,75.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,157.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,565.0,2,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
29.0,admin.,married,university.degree,no,no,no,telephone,may,fri,165.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,unemployed,divorced,basic.9y,no,no,no,telephone,may,fri,314.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,admin.,divorced,high.school,no,yes,no,telephone,may,fri,109.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,219.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25.0,admin.,single,unknown,no,no,no,telephone,may,fri,60.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
24.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,385.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,admin.,married,unknown,no,yes,no,telephone,may,fri,96.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,admin.,married,high.school,no,no,no,telephone,may,fri,868.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
59.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,161.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,technician,married,professional.course,no,no,no,telephone,may,fri,448.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,admin.,married,unknown,no,unknown,unknown,telephone,may,fri,137.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47.0,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,155.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
45.0,unknown,married,unknown,no,no,no,telephone,may,fri,633.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
55.0,technician,married,university.degree,no,no,no,telephone,may,fri,58.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,127.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,admin.,divorced,high.school,unknown,no,no,telephone,may,fri,99.0,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,technician,married,university.degree,no,yes,no,telephone,may,fri,170.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39.0,admin.,married,university.degree,no,no,no,telephone,may,fri,208.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,blue-collar,married,unknown,unknown,yes,yes,telephone,may,fri,129.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,management,married,basic.9y,no,no,no,telephone,may,fri,134.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,admin.,married,university.degree,no,no,no,telephone,may,fri,129.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28.0,technician,single,high.school,no,no,no,telephone,may,fri,184.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53.0,self-employed,married,university.degree,no,no,no,telephone,may,fri,371.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
54.0,services,married,unknown,no,no,no,telephone,may,fri,270.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28.0,services,single,high.school,no,no,no,telephone,may,fri,145.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,technician,married,high.school,no,yes,no,telephone,may,fri,136.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
,unemployed,married,basic.9y,no,no,no,telephone,may,fri,363.0,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,blue-collar,married,unknown,no,yes,no,telephone,may,fri,63.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
59.0,entrepreneur,divorced,high.school,no,no,no,telephone,may,fri,143.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36.0,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,56.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,226.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,35.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,298.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47.0,self-employed,married,unknown,unknown,yes,no,telephone,may,fri,158.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,admin.,single,university.degree,no,no,no,telephone,may,fri,47.0,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49.0,self-employed,single,basic.9y,no,yes,yes,telephone,may,fri,827.0,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,
34.0,admin.,married,university.degree,no,no,no,telephone,may,fri,83.0,2,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
37.0,admin.,single,university.degree,no,no,yes,telephone,may,fri,570.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,72.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
23.0,services,single,high.school,no,no,no,telephone,may,fri,557.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,technician,married,professional.course,no,no,no,telephone,may,fri,59.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
54.0,admin.,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,296.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,admin.,married,university.degree,unknown,no,no,telephone,may,fri,38.0,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31.0,admin.,married,high.school,no,no,no,telephone,may,fri,170.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,admin.,married,high.school,no,yes,no,telephone,may,fri,422.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53.0,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,fri,,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
54.0,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,fri,141.0,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31.0,services,single,high.school,no,no,no,telephone,may,fri,76.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,691.0,10,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
30.0,admin.,married,university.degree,no,yes,no,telephone,may,fri,238.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
56.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,,15,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
33.0,services,single,high.school,no,yes,no,telephone,may,fri,111.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,admin.,married,high.school,no,no,yes,telephone,may,fri,84.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
34.0,admin.,married,university.degree,no,no,no,telephone,may,fri,371.0,2,999,0,nonexistent,1.1,93.994,-36.4,0.0,5191.0,no
34.0,admin.,married,university.degree,no,yes,no,telephone,may,fri,103.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39.0,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,206.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1500.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
30.0,services,married,high.school,no,yes,no,telephone,may,fri,265.0,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no
55.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,567.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28.0,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,254.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
59.0,technician,married,unknown,no,no,no,telephone,may,fri,464.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37.0,blue-collar,married,high.school,no,no,no,telephone,may,fri,1236.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
33.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,33.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,technician,single,professional.course,unknown,yes,no,telephone,may,fri,613.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25.0,blue-collar,single,high.school,no,no,no,telephone,may,fri,1212.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,admin.,single,university.degree,unknown,no,no,telephone,may,fri,96.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
48.0,self-employed,married,high.school,unknown,yes,no,telephone,may,fri,171.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,53.0,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,91.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
42.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,185.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43.0,technician,divorced,professional.course,no,yes,no,telephone,may,fri,201.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,technician,single,university.degree,unknown,no,yes,telephone,may,fri,169.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,admin.,married,high.school,no,no,no,telephone,may,fri,515.0,2,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
44.0,technician,married,professional.course,unknown,yes,no,telephone,may,fri,388.0,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,178.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53.0,housemaid,divorced,basic.4y,no,yes,no,telephone,may,fri,422.0,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
29.0,services,married,high.school,no,no,no,telephone,may,fri,76.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
29.0,technician,married,professional.course,no,no,no,telephone,may,fri,,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
51.0,retired,divorced,basic.9y,no,no,no,telephone,may,fri,296.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33.0,technician,unknown,professional.course,unknown,yes,no,telephone,may,fri,378.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
41.0,technician,single,professional.course,no,unknown,unknown,telephone,may,fri,136.0,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no
33.0,services,married,basic.4y,no,no,no,telephone,may,fri,58.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35.0,admin.,married,university.degree,no,no,no,telephone,may,fri,60.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
56.0,blue-collar,married,professional.course,no,unknown,unknown,telephone,may,fri,340.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
36.0,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,522.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39.0,management,married,basic.9y,no,yes,no,telephone,may,fri,159.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25.0,admin.,single,high.school,no,no,no,telephone,may,fri,113.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
26.0,services,single,high.school,no,yes,no,telephone,may,fri,123.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
46.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,306.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40.0,admin.,married,professional.course,no,no,yes,telephone,may,fri,148.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32.0,technician,married,professional.course,no,yes,no,telephone,may,fri,322.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
59.0,retired,single,high.school,no,no,no,telephone,may,fri,475.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38.0,admin.,divorced,high.school,no,yes,no,telephone,may,fri,,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30.0,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,88.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
48.0,entrepreneur,married,unknown,unknown,no,no,telephone,may,fri,509.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49.0,blue-collar,divorced,high.school,no,no,no,telephone,may,fri,152.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47.0,unknown,married,unknown,unknown,no,no,telephone,may,fri,147.0,1,999,0,nonexistent,,93.994,-36.4,4.864,5191.0,no
